"","SITE","SUBSITE","PLOT","YEAR","TRTMT","Latitude","WarmQuarterTemp","SppRich","row_number()","PlotTemp"
"231","ATQASUK","ATQASUK:AG","AGCG03",2014,"CTL",70.451449,46.1,9,231,47.103758942356
"232","ATQASUK","ATQASUK:AG","AGCG04",2014,"CTL",70.451449,46.1,3,232,45.5550988059189
"233","ATQASUK","ATQASUK:AG","AGCG05",2014,"CTL",70.451449,46.1,6,233,49.1937368961478
"234","ATQASUK","ATQASUK:AG","AGCG06",2014,"CTL",70.451449,46.1,9,234,45.9288869921577
"235","ATQASUK","ATQASUK:AG","AGCH02",2014,"CTL",70.451449,46.1,14,235,45.2666013779186
"236","ATQASUK","ATQASUK:AG","AGCH03",2014,"CTL",70.451449,46.1,11,236,45.5747643612397
"237","ATQASUK","ATQASUK:AG","AGCH04",2014,"CTL",70.451449,46.1,10,237,49.0871280689985
"238","ATQASUK","ATQASUK:AG","AGCH05",2014,"CTL",70.451449,46.1,6,238,45.5444463420329
"239","ATQASUK","ATQASUK:AG","AGCH06",2014,"CTL",70.451449,46.1,2,239,44.9601158725996
"240","ATQASUK","ATQASUK:AG","AGCI02",2014,"CTL",70.451449,46.1,11,240,44.3063485872046
"241","ATQASUK","ATQASUK:AG","AGCI03",2014,"CTL",70.451449,46.1,9,241,46.7171093240343
"242","ATQASUK","ATQASUK:AG","AGCI04",2014,"CTL",70.451449,46.1,12,242,44.4055135963128
"243","ATQASUK","ATQASUK:AG","AGCI05",2014,"CTL",70.451449,46.1,11,243,46.7487321186219
"244","ATQASUK","ATQASUK:AG","AGCI06",2014,"CTL",70.451449,46.1,8,244,47.7993154253273
"245","ATQASUK","ATQASUK:AG","AGCJ02",2014,"CTL",70.451449,46.1,8,245,44.3587552783125
"246","ATQASUK","ATQASUK:AG","AGCJ03",2014,"CTL",70.451449,46.1,11,246,44.7578715227773
"247","ATQASUK","ATQASUK:AG","AGCJ04",2014,"CTL",70.451449,46.1,10,247,45.3760511234861
"248","ATQASUK","ATQASUK:AG","AGCJ05",2014,"CTL",70.451449,46.1,6,248,44.7996840766589
"249","ATQASUK","ATQASUK:AG","AGCJ06",2014,"CTL",70.451449,46.1,8,249,43.8411981874178
"250","ATQASUK","ATQASUK:AW","AWC01",2012,"CTL",70.45303348,46.4,8,250,46.1780819260393
"251","ATQASUK","ATQASUK:AW","AWC02",2012,"CTL",70.45303348,46.4,8,251,45.022193966166
"252","ATQASUK","ATQASUK:AW","AWC03",2012,"CTL",70.45303348,46.4,8,252,45.9196250592121
"253","ATQASUK","ATQASUK:AW","AWC04",2012,"CTL",70.45303348,46.4,6,253,47.671673785351
"254","ATQASUK","ATQASUK:AW","AWC05",2012,"CTL",70.45303348,46.4,7,254,43.8599731426819
"255","ATQASUK","ATQASUK:AW","AWC06",2012,"CTL",70.45303348,46.4,7,255,48.1114247490464
"256","ATQASUK","ATQASUK:AW","AWC07",2012,"CTL",70.45303348,46.4,8,256,45.803605679801
"257","ATQASUK","ATQASUK:AW","AWC08",2012,"CTL",70.45303348,46.4,7,257,44.7592927944935
"258","ATQASUK","ATQASUK:AW","AWC09",2012,"CTL",70.45303348,46.4,8,258,43.3465398176429
"259","ATQASUK","ATQASUK:AW","AWC10",2012,"CTL",70.45303348,46.4,7,259,47.8719336216398
"260","ATQASUK","ATQASUK:AW","AWC11",2012,"CTL",70.45303348,46.4,6,260,46.2028810234882
"261","ATQASUK","ATQASUK:AW","AWC12",2012,"CTL",70.45303348,46.4,5,261,47.8314849199063
"262","ATQASUK","ATQASUK:AW","AWC13",2012,"CTL",70.45303348,46.4,5,262,46.4174892135066
"263","ATQASUK","ATQASUK:AW","AWC14",2012,"CTL",70.45303348,46.4,6,263,47.8193786740616
"264","ATQASUK","ATQASUK:AW","AWC15",2012,"CTL",70.45303348,46.4,4,264,48.6628258045529
"265","ATQASUK","ATQASUK:AW","AWC16",2012,"CTL",70.45303348,46.4,7,265,45.5149596458294
"266","ATQASUK","ATQASUK:AW","AWC17",2012,"CTL",70.45303348,46.4,6,266,46.7603647453314
"267","ATQASUK","ATQASUK:AW","AWC18",2012,"CTL",70.45303348,46.4,4,267,48.2076253778094
"268","ATQASUK","ATQASUK:AW","AWC19",2012,"CTL",70.45303348,46.4,5,268,48.1982265926762
"269","ATQASUK","ATQASUK:AW","AWC20",2012,"CTL",70.45303348,46.4,6,269,46.08238638184
"270","ATQASUK","ATQASUK:AW","AWC21",2012,"CTL",70.45303348,46.4,3,270,46.3267639049362
"271","ATQASUK","ATQASUK:AW","AWC22",2012,"CTL",70.45303348,46.4,4,271,48.1603995513475
"272","ATQASUK","ATQASUK:AW","AWC23",2012,"CTL",70.45303348,46.4,6,272,46.8518507519161
"273","ATQASUK","ATQASUK:AW","AWC24",2012,"CTL",70.45303348,46.4,7,273,47.0521497211013
"274","ATQASUK","ATQASUK:AW","AWE01",2012,"OTC",70.45303348,46.4,5,274,48.4051608043968
"275","ATQASUK","ATQASUK:AW","AWE02",2012,"OTC",70.45303348,46.4,7,275,47.3652114641152
"276","ATQASUK","ATQASUK:AW","AWE03",2012,"OTC",70.45303348,46.4,6,276,46.0555744423313
"277","ATQASUK","ATQASUK:AW","AWE04",2012,"OTC",70.45303348,46.4,7,277,45.9022572574405
"278","ATQASUK","ATQASUK:AW","AWE05",2012,"OTC",70.45303348,46.4,7,278,45.9622653972203
"279","ATQASUK","ATQASUK:AW","AWE06",2012,"OTC",70.45303348,46.4,6,279,47.4729194910764
"280","ATQASUK","ATQASUK:AW","AWE07",2012,"OTC",70.45303348,46.4,6,280,47.3355143745809
"281","ATQASUK","ATQASUK:AW","AWE08",2012,"OTC",70.45303348,46.4,6,281,45.2101611708034
"282","ATQASUK","ATQASUK:AW","AWE09",2012,"OTC",70.45303348,46.4,7,282,47.0579908749893
"283","ATQASUK","ATQASUK:AW","AWE10",2012,"OTC",70.45303348,46.4,7,283,46.5805328226379
"284","ATQASUK","ATQASUK:AW","AWE11",2012,"OTC",70.45303348,46.4,7,284,48.073991728549
"285","ATQASUK","ATQASUK:AW","AWE12",2012,"OTC",70.45303348,46.4,5,285,48.9415235097012
"286","ATQASUK","ATQASUK:AW","AWE13",2012,"OTC",70.45303348,46.4,4,286,48.753587530092
"287","ATQASUK","ATQASUK:AW","AWE14",2012,"OTC",70.45303348,46.4,5,287,46.5287136032744
"288","ATQASUK","ATQASUK:AW","AWE15",2012,"OTC",70.45303348,46.4,6,288,44.7443446981717
"289","ATQASUK","ATQASUK:AW","AWE16",2012,"OTC",70.45303348,46.4,8,289,46.1643016885227
"290","ATQASUK","ATQASUK:AW","AWE17",2012,"OTC",70.45303348,46.4,6,290,45.1315799815248
"291","ATQASUK","ATQASUK:AW","AWE18",2012,"OTC",70.45303348,46.4,6,291,44.5782494381986
"292","ATQASUK","ATQASUK:AW","AWE19",2012,"OTC",70.45303348,46.4,6,292,46.5494694566135
"293","ATQASUK","ATQASUK:AW","AWE20",2012,"OTC",70.45303348,46.4,6,293,45.8349472856026
"294","ATQASUK","ATQASUK:AW","AWE21",2012,"OTC",70.45303348,46.4,6,294,45.049902835134
"295","ATQASUK","ATQASUK:AW","AWE22",2012,"OTC",70.45303348,46.4,8,295,46.9487837817753
"296","ATQASUK","ATQASUK:AW","AWE23",2012,"OTC",70.45303348,46.4,5,296,46.9871134548849
"297","ATQASUK","ATQASUK:AW","AWE24",2012,"OTC",70.45303348,46.4,6,297,46.864030780246
"298","ATQASUK","ATQASUK:RATE_BETULA_SHRUB","31",2009,"CTL",70.456021,44.8,15,298,43.356175239381
"299","ATQASUK","ATQASUK:RATE_BETULA_SHRUB","42",2009,"CTL",70.456021,44.8,13,299,45.4689554809062
"300","ATQASUK","ATQASUK:RATE_BETULA_SHRUB","44",2009,"CTL",70.456021,44.8,11,300,44.9338212125445
"301","ATQASUK","ATQASUK:RATE_BETULA_SHRUB","48",2009,"CTL",70.456021,44.8,9,301,43.0254632653864
"302","ATQASUK","ATQASUK:RATE_BETULA_SHRUB","50",2009,"CTL",70.456021,44.8,10,302,45.3602701337087
"303","ATQASUK","ATQASUK:RATE_BETULA_SHRUB","54",2009,"CTL",70.456021,44.8,12,303,43.9489709636698
"304","ATQASUK","ATQASUK:RATE_BETULA_SHRUB","56",2009,"CTL",70.456021,44.8,9,304,44.1998529139498
"305","ATQASUK","ATQASUK:RATE_BETULA_SHRUB","9",2009,"CTL",70.456021,44.8,13,305,42.8011261470558
"306","ATQASUK","ATQASUK:RATE_CAREX_ WET_MEADOW","18",2009,"CTL",70.456021,44.8,20,306,44.2515565263256
"307","ATQASUK","ATQASUK:RATE_CAREX_ WET_MEADOW","22",2009,"CTL",70.456021,44.8,22,307,45.9830304771101
"308","ATQASUK","ATQASUK:RATE_DRYAS_HEATH","1",2009,"CTL",70.456021,44.8,22,308,42.8883480809568
"309","ATQASUK","ATQASUK:RATE_DRYAS_HEATH","14",2009,"CTL",70.456021,44.8,22,309,43.6269832314962
"310","ATQASUK","ATQASUK:RATE_DRYAS_HEATH","16",2009,"CTL",70.456021,44.8,24,310,46.9184597147472
"311","ATQASUK","ATQASUK:RATE_DRYAS_HEATH","17",2009,"CTL",70.456021,44.8,23,311,47.209551786384
"312","ATQASUK","ATQASUK:RATE_DRYAS_HEATH","19",2009,"CTL",70.456021,44.8,21,312,43.1574006655461
"313","ATQASUK","ATQASUK:RATE_DRYAS_HEATH","5",2009,"CTL",70.456021,44.8,22,313,43.3524659629467
"314","ATQASUK","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","13",2009,"CTL",70.456021,44.8,10,314,43.5648553320754
"315","ATQASUK","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","45",2009,"CTL",70.456021,44.8,6,315,44.2744385635356
"316","ATQASUK","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","46",2009,"CTL",70.456021,44.8,7,316,44.0688435988667
"317","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","24",2009,"CTL",70.456021,44.8,21,317,45.2719713622291
"318","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","25",2009,"CTL",70.456021,44.8,12,318,44.1888839846038
"319","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","28",2009,"CTL",70.456021,44.8,10,319,45.1768101394735
"320","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","32",2009,"CTL",70.456021,44.8,9,320,43.1146008432663
"321","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","38",2009,"CTL",70.456021,44.8,12,321,44.1937278072827
"322","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","49",2009,"CTL",70.456021,44.8,11,322,44.9614339673809
"323","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","51",2009,"CTL",70.456021,44.8,13,323,42.0412619509806
"324","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","53",2009,"CTL",70.456021,44.8,10,324,45.9374137805958
"325","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","55",2009,"CTL",70.456021,44.8,12,325,45.7149941758765
"326","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","58",2009,"CTL",70.456021,44.8,19,326,44.8884117172446
"327","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","59",2009,"CTL",70.456021,44.8,22,327,44.798379140988
"328","ATQASUK","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","8",2009,"CTL",70.456021,44.8,12,328,44.989182370535
"329","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","1",2007,"CTL",65.21748,70.9,13,329,71.440399875493
"330","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","1",2007,"CTLNG",65.21748,70.9,13,330,70.4308182872129
"331","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","1",2007,"OTC",65.21748,70.9,16,331,69.9794829500047
"332","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","10",2007,"CTL",65.21748,70.9,8,332,71.699731602917
"333","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","10",2007,"CTLNG",65.21748,70.9,13,333,69.7898290989667
"334","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","10",2007,"OTC",65.21748,70.9,11,334,72.588287690811
"335","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","2",2007,"CTL",65.21748,70.9,13,335,71.2302778653552
"336","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","2",2007,"CTLNG",65.21748,70.9,15,336,71.222344123847
"337","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","2",2007,"OTC",65.21748,70.9,15,337,70.9606981660404
"338","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","3",2007,"CTL",65.21748,70.9,17,338,69.8041329893266
"339","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","3",2007,"CTLNG",65.21748,70.9,12,339,72.6375601756352
"340","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","3",2007,"OTC",65.21748,70.9,12,340,72.5220923791127
"341","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","4",2007,"CTL",65.21748,70.9,8,341,70.9977094001561
"342","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","4",2007,"CTLNG",65.21748,70.9,11,342,72.0098738222356
"343","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","4",2007,"OTC",65.21748,70.9,10,343,72.5851446916636
"344","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","5",2007,"CTL",65.21748,70.9,10,344,69.8252443230589
"345","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","5",2007,"CTLNG",65.21748,70.9,13,345,69.6914761386228
"346","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","5",2007,"OTC",65.21748,70.9,17,346,71.181864469358
"347","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","6",2007,"CTL",65.21748,70.9,9,347,68.5595356717443
"348","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","6",2007,"CTLNG",65.21748,70.9,14,348,72.4641593834677
"349","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","6",2007,"OTC",65.21748,70.9,14,349,68.7331327104137
"350","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","7",2007,"CTL",65.21748,70.9,12,350,71.5529928685081
"351","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","7",2007,"CTLNG",65.21748,70.9,13,351,70.4860078100516
"352","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","7",2007,"OTC",65.21748,70.9,15,352,71.3606724759731
"353","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","8",2007,"CTL",65.21748,70.9,17,353,72.2830000054621
"354","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","8",2007,"CTLNG",65.21748,70.9,9,354,70.2831726597736
"355","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","8",2007,"OTC",65.21748,70.9,11,355,69.5030835292539
"356","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","9",2007,"CTL",65.21748,70.9,11,356,73.3445099835713
"357","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","9",2007,"CTLNG",65.21748,70.9,13,357,71.002364846342
"358","AUDKULUHEIDI","AUDKULUHEIDI:BETULAHEATH","9",2007,"OTC",65.21748,70.9,13,358,71.8010162951233
"359","BARROW","BARROW:ARCTOPHILA_POND_ORDINATION","21",2008,"CTL",71.29,29.9,5,359,30.2447954317775
"360","BARROW","BARROW:BD","BDC01",2012,"CTL",71.31502696,30.85,12,360,31.9438541252518
"361","BARROW","BARROW:BD","BDC02",2012,"CTL",71.31502696,30.85,15,361,32.9774986310733
"362","BARROW","BARROW:BD","BDC03",2012,"CTL",71.31502696,30.85,9,362,29.9087927744209
"363","BARROW","BARROW:BD","BDC04",2012,"CTL",71.31502696,30.85,10,363,31.8151575402525
"364","BARROW","BARROW:BD","BDC05",2012,"CTL",71.31502696,30.85,10,364,31.7594336895822
"365","BARROW","BARROW:BD","BDC06",2012,"CTL",71.31502696,30.85,9,365,31.3499607041228
"366","BARROW","BARROW:BD","BDC07",2012,"CTL",71.31502696,30.85,11,366,31.7524446737959
"367","BARROW","BARROW:BD","BDC08",2012,"CTL",71.31502696,30.85,10,367,29.0396521264511
"368","BARROW","BARROW:BD","BDC09",2012,"CTL",71.31502696,30.85,11,368,31.7011929981661
"369","BARROW","BARROW:BD","BDC10",2012,"CTL",71.31502696,30.85,12,369,31.0097318142266
"370","BARROW","BARROW:BD","BDC11",2012,"CTL",71.31502696,30.85,11,370,31.7761161778226
"371","BARROW","BARROW:BD","BDC12",2012,"CTL",71.31502696,30.85,8,371,31.4515082169911
"372","BARROW","BARROW:BD","BDC13",2012,"CTL",71.31502696,30.85,11,372,30.4175323078189
"373","BARROW","BARROW:BD","BDC14",2012,"CTL",71.31502696,30.85,6,373,29.9022065295364
"374","BARROW","BARROW:BD","BDC15",2012,"CTL",71.31502696,30.85,12,374,30.5247642004068
"375","BARROW","BARROW:BD","BDC16",2012,"CTL",71.31502696,30.85,7,375,28.0673875558415
"376","BARROW","BARROW:BD","BDC17",2012,"CTL",71.31502696,30.85,9,376,31.5374513997306
"377","BARROW","BARROW:BD","BDC18",2012,"CTL",71.31502696,30.85,8,377,32.6569178625466
"378","BARROW","BARROW:BD","BDC19",2012,"CTL",71.31502696,30.85,9,378,32.3000569548035
"379","BARROW","BARROW:BD","BDC20",2012,"CTL",71.31502696,30.85,8,379,30.0256604988688
"380","BARROW","BARROW:BD","BDC21",2012,"CTL",71.31502696,30.85,7,380,32.3738506125382
"381","BARROW","BARROW:BD","BDC22",2012,"CTL",71.31502696,30.85,7,381,32.2210209299561
"382","BARROW","BARROW:BD","BDC23",2012,"CTL",71.31502696,30.85,8,382,30.6975795710864
"383","BARROW","BARROW:BD","BDC24",2012,"CTL",71.31502696,30.85,8,383,32.5176589994731
"384","BARROW","BARROW:BD","BDE01",2012,"OTC",71.31502696,30.85,10,384,29.6514951429475
"385","BARROW","BARROW:BD","BDE02",2012,"OTC",71.31502696,30.85,10,385,30.4161260124022
"386","BARROW","BARROW:BD","BDE03",2012,"OTC",71.31502696,30.85,13,386,30.7679199868383
"387","BARROW","BARROW:BD","BDE04",2012,"OTC",71.31502696,30.85,13,387,32.5415718925945
"388","BARROW","BARROW:BD","BDE05",2012,"OTC",71.31502696,30.85,11,388,30.5158314911921
"389","BARROW","BARROW:BD","BDE06",2012,"OTC",71.31502696,30.85,11,389,27.3467596110979
"390","BARROW","BARROW:BD","BDE07",2012,"OTC",71.31502696,30.85,10,390,32.0174774842312
"391","BARROW","BARROW:BD","BDE08",2012,"OTC",71.31502696,30.85,9,391,32.052970444744
"392","BARROW","BARROW:BD","BDE09",2012,"OTC",71.31502696,30.85,13,392,31.3762163810001
"393","BARROW","BARROW:BD","BDE10",2012,"OTC",71.31502696,30.85,8,393,31.3092130955731
"394","BARROW","BARROW:BD","BDE11",2012,"OTC",71.31502696,30.85,10,394,31.9762341980249
"395","BARROW","BARROW:BD","BDE12",2012,"OTC",71.31502696,30.85,10,395,30.1176752870525
"396","BARROW","BARROW:BD","BDE13",2012,"OTC",71.31502696,30.85,9,396,32.3449029773117
"397","BARROW","BARROW:BD","BDE14",2012,"OTC",71.31502696,30.85,9,397,29.3095546587319
"398","BARROW","BARROW:BD","BDE15",2012,"OTC",71.31502696,30.85,12,398,30.5783201740294
"399","BARROW","BARROW:BD","BDE16",2012,"OTC",71.31502696,30.85,9,399,31.4704687159298
"400","BARROW","BARROW:BD","BDE17",2012,"OTC",71.31502696,30.85,12,400,32.8938014320519
"401","BARROW","BARROW:BD","BDE18",2012,"OTC",71.31502696,30.85,10,401,31.7017705374384
"402","BARROW","BARROW:BD","BDE19",2012,"OTC",71.31502696,30.85,7,402,32.3953303772371
"403","BARROW","BARROW:BD","BDE20",2012,"OTC",71.31502696,30.85,7,403,29.0586773500834
"404","BARROW","BARROW:BD","BDE21",2012,"OTC",71.31502696,30.85,7,404,31.2341699948761
"405","BARROW","BARROW:BD","BDE22",2012,"OTC",71.31502696,30.85,7,405,30.0143517866858
"406","BARROW","BARROW:BD","BDE23",2012,"OTC",71.31502696,30.85,8,406,31.0185072210167
"407","BARROW","BARROW:BD","BDE24",2012,"OTC",71.31502696,30.85,10,407,30.4987736172012
"408","BARROW","BARROW:BG","BGCD02",2014,"CTL",71.310312,30.9,11,408,29.123491477194
"409","BARROW","BARROW:BG","BGCD03",2014,"CTL",71.310312,30.9,11,409,33.2780724774652
"410","BARROW","BARROW:BG","BGCD04",2014,"CTL",71.310312,30.9,11,410,28.5943520561134
"411","BARROW","BARROW:BG","BGCD05",2014,"CTL",71.310312,30.9,13,411,29.5498351742019
"412","BARROW","BARROW:BG","BGCD06",2014,"CTL",71.310312,30.9,11,412,30.9593470552151
"413","BARROW","BARROW:BG","BGCD07",2014,"CTL",71.310312,30.9,10,413,29.8058547181411
"414","BARROW","BARROW:BG","BGCE02",2014,"CTL",71.310312,30.9,6,414,30.9798648650657
"415","BARROW","BARROW:BG","BGCE03",2014,"CTL",71.310312,30.9,17,415,31.1044307188663
"416","BARROW","BARROW:BG","BGCE04",2014,"CTL",71.310312,30.9,11,416,31.4626292413998
"417","BARROW","BARROW:BG","BGCE05",2014,"CTL",71.310312,30.9,11,417,31.5091103011723
"418","BARROW","BARROW:BG","BGCE06",2014,"CTL",71.310312,30.9,11,418,31.4408305041756
"419","BARROW","BARROW:BG","BGCE07",2014,"CTL",71.310312,30.9,7,419,27.4344839604722
"420","BARROW","BARROW:BG","BGCF02",2014,"CTL",71.310312,30.9,11,420,29.4556677470792
"421","BARROW","BARROW:BG","BGCF03",2014,"CTL",71.310312,30.9,7,421,32.5553181375666
"422","BARROW","BARROW:BG","BGCF04",2014,"CTL",71.310312,30.9,13,422,30.9335635421455
"423","BARROW","BARROW:BG","BGCF05",2014,"CTL",71.310312,30.9,14,423,30.8985160940544
"424","BARROW","BARROW:BG","BGCF06",2014,"CTL",71.310312,30.9,11,424,28.6311564923141
"425","BARROW","BARROW:BG","BGCF07",2014,"CTL",71.310312,30.9,15,425,30.0475678388688
"426","BARROW","BARROW:BG","BGCG02",2014,"CTL",71.310312,30.9,12,426,30.9983186215719
"427","BARROW","BARROW:BG","BGCG03",2014,"CTL",71.310312,30.9,5,427,30.4548038534575
"428","BARROW","BARROW:BG","BGCG04",2014,"CTL",71.310312,30.9,7,428,31.165868419585
"429","BARROW","BARROW:BG","BGCG05",2014,"CTL",71.310312,30.9,4,429,29.1721498760954
"430","BARROW","BARROW:BG","BGCG06",2014,"CTL",71.310312,30.9,10,430,29.223798225346
"431","BARROW","BARROW:BG","BGCG07",2014,"CTL",71.310312,30.9,9,431,31.6090758491448
"432","BARROW","BARROW:BG","BGCH02",2014,"CTL",71.310312,30.9,7,432,31.7501340703255
"433","BARROW","BARROW:BG","BGCH03",2014,"CTL",71.310312,30.9,4,433,29.67626559072
"434","BARROW","BARROW:BG","BGCH04",2014,"CTL",71.310312,30.9,9,434,31.5273443615572
"435","BARROW","BARROW:BG","BGCH05",2014,"CTL",71.310312,30.9,12,435,30.6638505724592
"436","BARROW","BARROW:BG","BGCH06",2014,"CTL",71.310312,30.9,6,436,30.9606550195451
"437","BARROW","BARROW:BG","BGCH07",2014,"CTL",71.310312,30.9,9,437,31.4154809033627
"438","BARROW","BARROW:BW","BWC01",2012,"CTL",71.31051842,30.95,13,438,31.3931493301136
"439","BARROW","BARROW:BW","BWC02",2012,"CTL",71.31051842,30.95,14,439,30.9053513979462
"440","BARROW","BARROW:BW","BWC03",2012,"CTL",71.31051842,30.95,12,440,30.2904177962886
"441","BARROW","BARROW:BW","BWC04",2012,"CTL",71.31051842,30.95,15,441,31.7160599001023
"442","BARROW","BARROW:BW","BWC05",2012,"CTL",71.31051842,30.95,14,442,32.7694300736782
"443","BARROW","BARROW:BW","BWC06",2012,"CTL",71.31051842,30.95,15,443,30.2475947554088
"444","BARROW","BARROW:BW","BWC07",2012,"CTL",71.31051842,30.95,13,444,31.7756090401658
"445","BARROW","BARROW:BW","BWC08",2012,"CTL",71.31051842,30.95,14,445,32.167730483277
"446","BARROW","BARROW:BW","BWC09",2012,"CTL",71.31051842,30.95,14,446,29.5440548045387
"447","BARROW","BARROW:BW","BWC10",2012,"CTL",71.31051842,30.95,15,447,30.7642085263899
"448","BARROW","BARROW:BW","BWC11",2012,"CTL",71.31051842,30.95,16,448,30.5810429742108
"449","BARROW","BARROW:BW","BWC12",2012,"CTL",71.31051842,30.95,17,449,28.5994326596322
"450","BARROW","BARROW:BW","BWC13",2012,"CTL",71.31051842,30.95,14,450,31.8003749257458
"451","BARROW","BARROW:BW","BWC14",2012,"CTL",71.31051842,30.95,14,451,30.6243862654926
"452","BARROW","BARROW:BW","BWC15",2012,"CTL",71.31051842,30.95,17,452,31.2189144015671
"453","BARROW","BARROW:BW","BWC16",2012,"CTL",71.31051842,30.95,15,453,33.1832154144616
"454","BARROW","BARROW:BW","BWC17",2012,"CTL",71.31051842,30.95,11,454,29.9551397827588
"455","BARROW","BARROW:BW","BWC18",2012,"CTL",71.31051842,30.95,14,455,29.6281945726774
"456","BARROW","BARROW:BW","BWC19",2012,"CTL",71.31051842,30.95,12,456,32.2136312746105
"457","BARROW","BARROW:BW","BWC20",2012,"CTL",71.31051842,30.95,12,457,30.4012696484824
"458","BARROW","BARROW:BW","BWC21",2012,"CTL",71.31051842,30.95,12,458,31.1220552274044
"459","BARROW","BARROW:BW","BWC22",2012,"CTL",71.31051842,30.95,16,459,30.7078789541292
"460","BARROW","BARROW:BW","BWC23",2012,"CTL",71.31051842,30.95,15,460,32.0827714657684
"461","BARROW","BARROW:BW","BWC24",2012,"CTL",71.31051842,30.95,11,461,30.9711799145239
"462","BARROW","BARROW:BW","BWE01",2012,"OTC",71.31051842,30.95,10,462,26.2416336918321
"463","BARROW","BARROW:BW","BWE02",2012,"OTC",71.31051842,30.95,13,463,30.694121102371
"464","BARROW","BARROW:BW","BWE03",2012,"OTC",71.31051842,30.95,12,464,31.2576535660879
"465","BARROW","BARROW:BW","BWE04",2012,"OTC",71.31051842,30.95,14,465,30.618577678052
"466","BARROW","BARROW:BW","BWE05",2012,"OTC",71.31051842,30.95,9,466,29.0676363021486
"467","BARROW","BARROW:BW","BWE06",2012,"OTC",71.31051842,30.95,11,467,33.1784872163383
"468","BARROW","BARROW:BW","BWE07",2012,"OTC",71.31051842,30.95,15,468,33.2250742427934
"469","BARROW","BARROW:BW","BWE08",2012,"OTC",71.31051842,30.95,14,469,29.7183683120054
"470","BARROW","BARROW:BW","BWE09",2012,"OTC",71.31051842,30.95,14,470,28.6283663072268
"471","BARROW","BARROW:BW","BWE10",2012,"OTC",71.31051842,30.95,14,471,27.956750384879
"472","BARROW","BARROW:BW","BWE11",2012,"OTC",71.31051842,30.95,16,472,29.9640776107588
"473","BARROW","BARROW:BW","BWE12",2012,"OTC",71.31051842,30.95,15,473,31.8508678147286
"474","BARROW","BARROW:BW","BWE13",2012,"OTC",71.31051842,30.95,13,474,26.8589651751737
"475","BARROW","BARROW:BW","BWE14",2012,"OTC",71.31051842,30.95,13,475,29.8464739620581
"476","BARROW","BARROW:BW","BWE15",2012,"OTC",71.31051842,30.95,18,476,30.6505869678486
"477","BARROW","BARROW:BW","BWE16",2012,"OTC",71.31051842,30.95,14,477,31.0356235128863
"478","BARROW","BARROW:BW","BWE17",2012,"OTC",71.31051842,30.95,12,478,30.1760965134572
